demand_type,contribution_type,item,variant_id,units,value,source_field_id,source_label,excel_row
cooling,loss,ventilation_basic,basic_erv,kWh,2350.54864798,cooling_demand.ventilation_basic,Ventilation (Basic),412
cooling,loss,ventilation_addn_l,basic_erv,kWh,1731.09040583,cooling_demand.ventilation_addn_l,Ventilation (Addn'l),413
cooling,gain,north,basic_erv,kWh,469.832752596,cooling_demand.north,North,414
cooling,gain,east,basic_erv,kWh,1359.64041994,cooling_demand.east,East,415
cooling,gain,south,basic_erv,kWh,5982.77567168,cooling_demand.south,South,416
cooling,gain,west,basic_erv,kWh,2005.88166046,cooling_demand.west,West,417
cooling,gain,horizontal,basic_erv,kWh,0,cooling_demand.horizontal,Horizontal,418
cooling,gain,sum_opaque_areas,basic_erv,kWh,1759.57861702,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,basic_erv,kWh,5733.12778217,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,basic_erv,kWh,0,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
heating,loss,walls_ag,elec_heat_pumps,kWh,5117.88085507,heating_demand.walls_ag,Walls (AG),376
heating,loss,walls_bg,elec_heat_pumps,kWh,640.513756819,heating_demand.walls_bg,Walls (BG),377
heating,loss,roofs,elec_heat_pumps,kWh,3763.68853962,heating_demand.roofs,Roofs,378
heating,loss,floor_slabs,elec_heat_pumps,kWh,5175.24131706,heating_demand.floor_slabs,Floor Slabs,379
heating,loss,windows,elec_heat_pumps,kWh,6154.31746141,heating_demand.windows,Windows,383
heating,loss,thermal_bridges,elec_heat_pumps,kWh,2394.54335283,heating_demand.thermal_bridges,Thermal Bridges,385
heating,loss,ventilation,elec_heat_pumps,kWh,2815.82340525,heating_demand.ventilation,Ventilation,388
heating,gain,heating_demand,elec_heat_pumps,kWh,11413.0445444,heating_demand.heating_demand,Heating Demand,389
heating,gain,north,elec_heat_pumps,kWh,362.959417437,heating_demand.north,North,390
heating,gain,east,elec_heat_pumps,kWh,1783.52071974,heating_demand.east,East,391
heating,gain,south,elec_heat_pumps,kWh,6947.34338973,heating_demand.south,South,392
heating,gain,west,elec_heat_pumps,kWh,1535.87033246,heating_demand.west,West,393
heating,gain,horizontal,elec_heat_pumps,kWh,0,heating_demand.horizontal,Horizontal,394
heating,gain,sum_opaque_areas,elec_heat_pumps,kWh,1211.34509874,heating_demand.sum_opaque_areas,Sum opaque areas,395
heating,gain,internal_gains,elec_heat_pumps,kWh,4590.52559053,heating_demand.internal_gains,Internal Gains,396
heating,limit,demand_limit,elec_heat_pumps,kWh,5265.19399192,certification_limits.heat_demand_limit,Heat Demand Limit,363
cooling,loss,cooling_demand_2,elec_heat_pumps,kWh,4933.8107615,cooling_demand.cooling_demand_2,Cooling Demand,399
cooling,loss,walls_ag,elec_heat_pumps,kWh,2983.38529764,cooling_demand.walls_ag,Walls (AG),400
cooling,loss,walls_bg,elec_heat_pumps,kWh,593.270978059,cooling_demand.walls_bg,Walls (BG),401
cooling,loss,roofs,elec_heat_pumps,kWh,2193.98094094,cooling_demand.roofs,Roofs,402
cooling,loss,floor_slabs,elec_heat_pumps,kWh,4793.52776608,cooling_demand.floor_slabs,Floor Slabs,403
cooling,loss,windows,elec_heat_pumps,kWh,3587.55913851,cooling_demand.windows,Windows,407
cooling,loss,thermal_bridges,elec_heat_pumps,kWh,1395.8600514,cooling_demand.thermal_bridges,Thermal Bridges,409
cooling,loss,ventilation_basic,elec_heat_pumps,kWh,2350.54864798,cooling_demand.ventilation_basic,Ventilation (Basic),412
cooling,loss,ventilation_addn_l,elec_heat_pumps,kWh,1731.09040583,cooling_demand.ventilation_addn_l,Ventilation (Addn'l),413
cooling,gain,north,elec_heat_pumps,kWh,469.832752596,cooling_demand.north,North,414
cooling,gain,east,elec_heat_pumps,kWh,1359.64041994,cooling_demand.east,East,415
cooling,gain,south,elec_heat_pumps,kWh,5982.77567168,cooling_demand.south,South,416
cooling,gain,west,elec_heat_pumps,kWh,2005.88166046,cooling_demand.west,West,417
cooling,gain,horizontal,elec_heat_pumps,kWh,0,cooling_demand.horizontal,Horizontal,418
cooling,gain,sum_opaque_areas,elec_heat_pumps,kWh,1759.57861702,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,elec_heat_pumps,kWh,5733.12778217,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,elec_heat_pumps,kWh,0,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
heating,loss,walls_ag,passive_house,kWh,5114.45577166,heating_demand.walls_ag,Walls (AG),376
heating,loss,walls_bg,passive_house,kWh,642.336977526,heating_demand.walls_bg,Walls (BG),377
heating,loss,roofs,passive_house,kWh,3761.16973397,heating_demand.roofs,Roofs,378
heating,loss,floor_slabs,passive_house,kWh,5189.97262772,heating_demand.floor_slabs,Floor Slabs,379
heating,loss,windows,passive_house,kWh,6150.19875461,heating_demand.windows,Windows,383
heating,loss,thermal_bridges,passive_house,kWh,1196.470416,heating_demand.thermal_bridges,Thermal Bridges,385
heating,loss,ventilation,passive_house,kWh,2311.73251762,heating_demand.ventilation,Ventilation,388
heating,gain,heating_demand,passive_house,kWh,9946.66135978,heating_demand.heating_demand,Heating Demand,389
heating,gain,north,passive_house,kWh,362.959417437,heating_demand.north,North,390
heating,gain,east,passive_house,kWh,1783.52071974,heating_demand.east,East,391
heating,gain,south,passive_house,kWh,6947.34338973,heating_demand.south,South,392
heating,gain,west,passive_house,kWh,1535.87033246,heating_demand.west,West,393
heating,gain,horizontal,passive_house,kWh,0,heating_demand.horizontal,Horizontal,394
heating,gain,sum_opaque_areas,passive_house,kWh,1090.35535364,heating_demand.sum_opaque_areas,Sum opaque areas,395
heating,gain,internal_gains,passive_house,kWh,4590.52559053,heating_demand.internal_gains,Internal Gains,396
heating,limit,demand_limit,passive_house,kWh,10881.4009166,certification_limits.heat_demand_limit,Heat Demand Limit,363
cooling,loss,cooling_demand_2,passive_house,kWh,4898.77016601,cooling_demand.cooling_demand_2,Cooling Demand,399
cooling,loss,walls_ag,passive_house,kWh,2976.19550981,cooling_demand.walls_ag,Walls (AG),400
cooling,loss,walls_bg,passive_house,kWh,595.502911838,cooling_demand.walls_bg,Walls (BG),401
cooling,loss,roofs,passive_house,kWh,2188.69357242,cooling_demand.roofs,Roofs,402
cooling,loss,floor_slabs,passive_house,kWh,4811.56140827,cooling_demand.floor_slabs,Floor Slabs,403
cooling,loss,windows,passive_house,kWh,3578.91332629,cooling_demand.windows,Windows,407
cooling,loss,thermal_bridges,passive_house,kWh,696.248054278,cooling_demand.thermal_bridges,Thermal Bridges,409
cooling,loss,ventilation_basic,passive_house,kWh,2276.9661343,cooling_demand.ventilation_basic,Ventilation (Basic),412
cooling,loss,ventilation_addn_l,passive_house,kWh,1783.3674019,cooling_demand.ventilation_addn_l,Ventilation (Addn'l),413
cooling,gain,north,passive_house,kWh,469.832752596,cooling_demand.north,North,414
cooling,gain,east,passive_house,kWh,1359.64041994,cooling_demand.east,East,415
cooling,gain,south,passive_house,kWh,5982.77567168,cooling_demand.south,South,416
cooling,gain,west,passive_house,kWh,2005.88166046,cooling_demand.west,West,417
cooling,gain,horizontal,passive_house,kWh,0,cooling_demand.horizontal,Horizontal,418
cooling,gain,sum_opaque_areas,passive_house,kWh,1579.50128395,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,passive_house,kWh,5733.12778217,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,passive_house,kWh,9079.87889253,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
